Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,eFG%,FG/36,FGA/36,2P/36,2PA/36,3P/36,3PA/36,FT/36,FTA/36,ORB/36,DRB/36,TRB/36,AST/36,STL/36,BLK/36,TOV/36,PF/36,PTS/36
Josh Howard,23,DAL,NBA,2003-04,67,29,1589,229,532,209,466,20,66,97,138,149,219,368,97,69,54,67,168,575,0.430451128,0.448497854,0.303030303,0.702898551,0.44924812,6.56674208145,13.5916289593,5.45701357466,10.4457013575,1.10972850679,3.14592760181,3.68552036199,5.20248868778,0.0,0.0,8.51131221719,2.43325791855,2.18891402715,1.45588235294,2.79977375566,3.79751131222,17.9287330317
Josh Huestis,24,OKC,NBA,2015-16,5,0,55,5,12,1,6,4,6,0,4,2,8,10,0,1,2,3,3,14,0.416666667,0.166666667,0.666666667,0.0,0.583333333,4.18009478673,9.27725118483,3.47630331754,7.06990521327,0.703791469194,2.20734597156,1.80213270142,2.95379146919,3.11374407583,5.77962085308,8.89336492891,1.20497630332,0.714454976303,2.02606635071,1.33293838863,2.45260663507,10.8661137441
Josh McRoberts,20,POR,NBA,2007-08,8,0,28,6,10,6,9,0,1,0,0,2,8,10,2,1,0,2,1,12,0.6,0.666666667,0.0,0.0,0.6,4.90669272106,9.09233023937,4.73082559844,8.45920859795,0.175867122618,0.633121641426,3.06008793356,4.6077186126,0.0,0.0,7.89643380557,2.93698094773,1.40693698095,2.25109916952,0.0,0.0,13.0493404983
Josh Powell,23,DAL,NBA,2005-06,37,2,429,37,81,37,81,0,0,36,45,28,53,81,9,7,4,22,52,110,0.456790123,0.456790123,0.0,0.8,0.456790123,5.736,10.368,5.472,9.456,0.264,0.912,3.36,4.608,0.0,0.0,7.056,1.488,0.768,1.704,0.0,0.0,15.096
Josh Richardson,22,MIA,NBA,2015-16,52,2,1107,123,272,70,157,53,115,42,63,21,86,107,73,36,25,35,107,341,0.452205882,0.445859873,0.460869565,0.666666667,0.549632353,4.29151483602,9.41697032795,3.37324310255,6.53097345133,0.918271733472,2.88599687663,2.23008849558,2.942217595,1.0869338886,3.02654867257,4.11348256117,2.30504945341,1.37740760021,0.824570536179,1.95835502343,2.82040603852,11.7313899011
Josh Selby,20,MEM,NBA,2011-12,28,0,237,25,72,23,57,2,15,11,14,2,13,15,30,7,0,29,17,63,0.347222222,0.403508772,0.133333333,0.785714286,0.361111111,4.89056603774,13.1094339623,2.58113207547,6.72452830189,2.30943396226,6.38490566038,1.90188679245,2.51320754717,0.679245283019,3.26037735849,3.93962264151,3.80377358491,1.42641509434,0.0679245283019,3.6,2.98867924528,13.9924528302
Juan Dixon,24,WAS,NBA,2002-03,42,3,647,104,271,79,187,25,84,37,46,13,59,72,40,26,3,42,54,270,0.383763838,0.422459893,0.297619048,0.804347826,0.429889299,7.2143928036,15.4092953523,5.06446776612,9.87706146927,2.14992503748,5.53223388306,3.83208395802,4.50674662669,0.0,0.0,5.38830584708,3.33733133433,2.99550224888,0.233883058471,3.19340329835,2.54572713643,20.4107946027
Julian Wright,20,NOH,NBA,2007-08,57,1,640,90,169,80,145,10,24,33,52,33,84,117,40,29,12,34,43,223,0.532544379,0.551724138,0.416666667,0.634615385,0.562130178,6.60666277031,11.9088252484,6.54354178843,11.5721800117,0.0631209818819,0.336645236704,2.25131502046,3.80829924021,0.0,0.0,9.46814728229,2.98772647575,1.80946814728,1.91466978375,0.0,0.0,15.527761543
Julius Hodge,22,DEN,NBA,2005-06,14,0,33,5,13,5,13,0,0,3,8,5,2,7,6,2,0,8,7,13,0.384615385,0.384615385,0.0,0.375,0.384615385,5.62235791451,11.8957256928,4.65852512917,8.961953969,0.963832785345,2.93377172381,5.03898543917,6.62846406764,0.0,0.0,6.53546265853,3.83842179427,1.36120244246,0.693283231564,0.0,0.0,17.2475340535
Julius Randle,20,LAL,NBA,2014-15,1,0,14,1,3,1,3,0,0,0,2,0,0,0,0,0,0,1,1,2,0.333333333,0.333333333,0.0,0.0,0.333333333,5.72262773723,11.4160583942,5.63503649635,10.8905109489,0.0875912408759,0.525547445255,5.95620437956,8.43795620438,4.05839416058,8.08759124088,12.1459854015,1.66423357664,0.583941605839,0.905109489051,2.94890510949,2.65693430657,17.4890510949
Julyan Stone,23,DEN,NBA,2011-12,22,2,179,13,31,11,20,2,11,8,11,5,20,25,37,8,6,11,18,36,0.419354839,0.55,0.181818182,0.727272727,0.451612903,2.62074978204,5.50828247602,2.18134263296,3.92327811683,0.439407149085,1.5850043592,2.14995640802,3.62510897995,0.8160418483,5.93199651264,6.74803836094,5.7122929381,1.6320836966,0.564952048823,2.08718395815,2.4481255449,7.83086312119
Justin Anderson,22,DAL,NBA,2015-16,55,9,647,71,175,49,92,22,83,44,55,18,114,132,29,19,25,24,45,208,0.405714286,0.532608696,0.265060241,0.8,0.468571429,4.38578680203,10.1878172589,2.90862944162,6.04568527919,1.47715736041,4.1421319797,3.04568527919,4.05076142132,1.1421319797,4.05076142132,5.19289340102,2.74111675127,0.913705583756,1.27918781726,1.90355329949,2.08629441624,13.2944162437
Justin Hamilton,23,TOT,NBA,2013-14,8,0,72,9,20,6,11,3,9,5,5,4,3,7,0,5,0,4,8,26,0.45,0.545454545,0.333333333,1.0,0.525,5.05263157895,9.58257713249,4.98729582577,9.32123411978,0.065335753176,0.261343012704,3.39745916515,4.50816696915,4.18148820327,4.6388384755,8.82032667877,0.871143375681,0.718693284936,1.65517241379,1.89473684211,3.35390199637,13.5680580762
Justin Harper,22,ORL,NBA,2011-12,14,0,84,9,31,7,18,2,13,0,1,3,9,12,2,2,3,6,5,20,0.290322581,0.388888889,0.153846154,0.0,0.322580645,6.75438596491,13.1403508772,4.66666666667,7.98245614035,2.08771929825,5.15789473684,2.50877192982,3.33333333333,2.08771929825,5.71929824561,7.80701754386,1.36842105263,0.877192982456,1.35087719298,1.82456140351,2.87719298246,18.1052631579
Justin Holiday,23,PHI,NBA,2012-13,9,0,142,16,48,12,32,4,16,6,8,0,14,14,15,3,6,9,7,42,0.333333333,0.375,0.25,0.75,0.375,4.47935779817,9.99082568807,3.30275229358,6.66743119266,1.17660550459,3.32339449541,1.56880733945,2.00229357798,2.51834862385,4.37614678899,6.89449541284,2.82798165138,1.54816513761,0.990825688073,1.71330275229,2.68348623853,11.7041284404
Justin Reed,23,BOS,NBA,2004-05,23,0,121,15,29,15,26,0,3,11,15,8,8,16,10,3,1,5,12,41,0.517241379,0.576923077,0.0,0.733333333,0.517241379,6.99199084668,14.6739130435,6.52860411899,13.0469107551,0.463386727689,1.62700228833,3.93363844394,5.56064073227,0.0,0.0,7.88787185355,1.35926773455,1.26659038902,0.91647597254,0.0,0.0,18.381006865
Justin Williams,22,SAC,NBA,2006-07,26,1,333,54,88,54,87,0,1,23,63,51,64,115,2,5,16,15,51,131,0.613636364,0.620689655,0.0,0.365079365,0.613636364,5.03399615138,9.35214881334,5.03399615138,9.32905708788,0.0,0.023091725465,3.39448364336,5.91148171905,0.0,0.0,11.7075048108,0.785118665811,0.577293136626,5.63438101347,0.0,0.0,13.4624759461
Justise Winslow,19,MIA,NBA,2015-16,78,8,2232,195,462,163,346,32,116,80,117,81,322,403,117,68,26,95,184,502,0.422077922,0.471098266,0.275862069,0.683760684,0.456709957,5.4872246696,11.2916299559,4.0281938326,7.80264317181,1.459030837,3.48898678414,3.1718061674,4.94801762115,1.55418502203,6.43876651982,7.99295154185,2.60088105727,1.64933920705,1.07841409692,2.25198237885,3.42555066079,15.6052863436
K.J. McDaniels,21,TOT,NBA,2014-15,62,15,1352,172,434,129,284,43,150,100,133,65,135,200,72,44,70,105,126,487,0.396313364,0.454225352,0.286666667,0.751879699,0.445852535,5.69829470923,12.6558810669,4.42326191517,8.57892435505,1.27503279405,4.07695671185,3.62046348929,4.72234368168,2.67599475295,4.40752076957,7.08351552252,1.33799737648,1.30651508526,2.8019239178,2.20376038478,2.64451246174,16.2920857018
Kalin Lucas,25,MEM,NBA,2014-15,1,0,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,5.97503467406,13.5977808599,4.51040221914,9.68654646325,1.46463245492,3.91123439667,4.36061026352,5.47572815534,0.632454923717,1.61442441054,2.24687933426,4.07766990291,1.24826629681,0.0665742024965,2.77947295423,2.01386962552,17.7753120666
Kaniel Dickens,25,POR,NBA,2003-04,3,0,12,3,3,3,3,0,0,1,2,2,0,2,0,0,0,1,3,7,1.0,1.0,0.0,0.5,1.0,5.41618969747,11.2150449714,5.03352412101,10.1259198692,0.382665576451,1.08912510221,3.91496320523,6.21095666394,0.0,0.0,9.30171708913,1.00081766149,1.38348323794,1.14799672935,3.2968111202,4.41537203598,15.1300081766
Kareem Rush,22,LAL,NBA,2002-03,76,0,872,96,244,77,176,19,68,16,23,26,68,94,68,10,11,63,71,227,0.393442623,0.4375,0.279411765,0.695652174,0.432377049,7.80757097792,17.5315457413,4.59936908517,9.92271293375,3.20820189274,7.60883280757,3.66246056782,4.71293375394,0.0,0.0,6.47318611987,2.47003154574,1.44794952681,0.667192429022,3.30757097792,2.75394321767,22.4858044164
Karl-Anthony Towns,20,MIN,NBA,2015-16,82,82,2627,625,1153,595,1065,30,88,223,275,229,629,858,161,58,138,183,245,1503,0.54206418,0.558685446,0.340909091,0.810909091,0.555073721,6.3503649635,11.2116788321,6.26277372263,10.8613138686,0.0875912408759,0.350364963504,4.77372262774,5.86861313869,4.02919708029,7.40145985401,11.4306569343,1.92700729927,0.788321167883,3.85401459854,2.32116788321,5.03649635036,17.5620437956
Kasib Powell,26,MIA,NBA,2007-08,11,4,304,35,95,27,62,8,33,6,9,8,36,44,18,9,2,5,18,84,0.368421053,0.435483871,0.242424242,0.666666667,0.410526316,5.89966555184,11.9949832776,5.7491638796,11.3026755853,0.150501672241,0.692307692308,3.23578595318,5.14715719064,0.0,0.0,6.17056856187,4.1237458194,1.06856187291,0.586956521739,0.0,0.0,15.1856187291
Kawhi Leonard,20,SAS,NBA,2011-12,64,39,1534,199,404,158,295,41,109,68,88,104,223,327,70,85,24,44,88,507,0.492574257,0.53559322,0.376146789,0.772727273,0.543316832,6.06976744186,13.5241502683,5.40966010733,10.8837209302,0.660107334526,2.6404293381,3.13953488372,4.21824686941,3.7030411449,7.82468694097,11.5277280859,2.51162790698,1.57781753131,0.724508050089,2.4633273703,2.80143112701,15.939177102
Kay Felder,21,CLE,NBA,2016-17,42,0,386,62,158,55,136,7,22,35,49,3,38,41,58,18,7,31,38,166,0.392405063,0.404411765,0.318181818,0.714285714,0.414556962,5.50027578599,12.9067843354,4.0805295091,8.78654164368,1.41974627689,4.12024269167,5.10314396029,6.20518477661,0.665195808053,3.66354109211,4.32873690017,7.82349696635,1.62824048538,0.188637617209,3.4749034749,2.84942084942,17.5234418092
Keith Appling,23,ORL,NBA,2015-16,5,0,27,2,8,2,5,0,3,2,2,0,1,1,1,1,0,3,5,6,0.25,0.4,0.0,1.0,0.25,4.17971151572,9.70442184914,3.00496571293,6.18869709151,1.17474580279,3.51572475763,3.31142113975,4.42657838733,0.536296996926,3.13265547411,3.66895247103,3.95838259636,1.28541026247,0.553322298416,2.51974462048,2.93686450698,12.845589974
Keith Benson,23,GSW,NBA,2011-12,3,0,9,0,1,0,1,0,0,0,0,2,1,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0933572711,13.1202872531,6.91561938959,12.6678635548,0.177737881508,0.452423698384,5.59066427289,8.15978456014,3.29622980251,8.35368043088,11.6499102334,1.06642728905,0.694793536804,3.91023339318,2.00359066427,3.42549371634,19.9551166966
Keith Bogans,23,ORL,NBA,2003-04,73,36,1787,183,454,116,267,67,187,65,103,106,211,317,98,46,10,75,128,498,0.4030837,0.434456929,0.35828877,0.631067961,0.476872247,6.17326859187,14.1221569129,3.83644262714,7.2864809609,2.33682596473,6.83567595196,3.00843342704,4.3700485561,0.0,0.0,5.07845642729,2.88883209813,1.4168157424,0.13800153335,2.7968310759,2.42882698697,17.6917965755
Keith Langford,24,SAS,NBA,2007-08,2,0,10,1,4,1,4,0,0,0,0,0,2,2,0,0,0,0,1,2,0.25,0.25,0.0,0.0,0.25,6.14343845371,12.4150559512,5.20956256358,9.56765005086,0.933875890132,2.84740590031,3.36927772126,5.19125127162,0.0,0.0,5.34689725331,2.9481180061,1.18107833164,0.622583926755,0.0,0.0,16.5900305188
Keith McLeod,24,MIN,NBA,2003-04,33,0,391,27,82,26,72,1,10,33,43,5,29,34,59,16,1,29,39,88,0.329268293,0.361111111,0.1,0.76744186,0.335365854,5.77130044843,13.5504484305,3.7634529148,8.51569506726,2.00784753363,5.03475336323,5.56950672646,7.04260089686,0.0,0.0,3.58183856502,2.9865470852,1.77578475336,0.141255605381,3.18834080717,2.95627802691,19.119955157
Kelenna Azubuike,23,GSW,NBA,2006-07,41,9,669,98,220,64,141,34,79,61,78,26,68,94,28,22,10,39,49,291,0.445454545,0.453900709,0.430379747,0.782051282,0.522727273,5.86200551978,12.0883164673,4.28886844526,7.86568537259,1.57313707452,4.22263109476,2.76540938362,3.67617295308,0.0,0.0,6.01103955842,1.6228150874,1.17571297148,0.480220791168,0.0,0.0,16.0625574977
Kelly Olynyk,22,BOS,NBA,2013-14,70,9,1400,234,502,194,388,40,114,99,122,140,225,365,109,35,27,106,227,607,0.466135458,0.5,0.350877193,0.81147541,0.505976096,7.01325648415,11.8063400576,6.49452449568,10.2501440922,0.518731988473,1.55619596542,4.19135446686,5.91354466859,3.15389048991,6.41152737752,9.56541786744,2.22017291066,1.07896253602,0.95446685879,2.90489913545,4.08760806916,18.7365994236
Kelly Oubre,20,WAS,NBA,2015-16,63,9,671,90,211,65,132,25,79,31,49,25,108,133,13,22,7,34,100,236,0.426540284,0.492424242,0.316455696,0.632653061,0.485781991,5.2380952381,11.8095238095,3.61904761905,7.28571428571,1.61904761905,4.52380952381,3.7619047619,5.2380952381,1.95238095238,6.57142857143,8.52380952381,1.33333333333,1.95238095238,0.619047619048,2.04761904762,3.38095238095,15.8571428571
Kemba Walker,21,CHA,NBA,2011-12,66,25,1792,281,767,212,541,69,226,168,213,30,204,234,289,60,20,119,79,799,0.366362451,0.391866913,0.305309735,0.788732394,0.411342894,6.14890510949,14.6627737226,4.66423357664,10.2087591241,1.48467153285,4.45401459854,5.42627737226,6.79270072993,1.11678832117,3.71824817518,4.83503649635,4.67737226277,1.93138686131,0.289051094891,2.52262773723,1.51094890511,19.2087591241
Ken Johnson,24,MIA,NBA,2002-03,16,0,156,15,37,15,37,0,0,2,6,4,28,32,0,1,12,6,20,32,0.405405405,0.405405405,0.0,0.333333333,0.405405405,4.40843023256,7.96656976744,4.40843023256,7.96656976744,0.0,0.0,2.32848837209,3.67587209302,0.0,0.0,8.00581395349,0.549418604651,0.366279069767,5.04941860465,1.92296511628,3.54505813953,11.1453488372
Kendall Marshall,21,PHO,NBA,2012-13,48,3,702,56,151,33,78,23,73,8,14,4,38,42,143,22,4,57,48,143,0.370860927,0.423076923,0.315068493,0.571428571,0.447019868,3.1013802951,6.95668729177,2.27891480248,4.71204188482,0.822465492623,2.24464540695,1.93622084722,2.79295573536,0.205616373156,2.72441694431,2.93003331747,9.95525940029,1.42217991433,0.154212279867,3.30699666825,1.81627796287,8.96144693003
Kenneth Faried,22,DEN,NBA,2011-12,46,39,1037,181,309,181,309,0,0,109,164,142,210,352,36,34,47,54,116,471,0.585760518,0.585760518,0.0,0.664634146,0.585760518,7.22847100176,12.1950790861,7.21265377856,12.1318101933,0.0158172231986,0.0632688927944,4.42882249561,7.56063268893,5.50439367311,9.74340949033,15.2478031634,0.885764499121,1.94551845343,2.35676625659,2.78383128295,3.52724077329,18.9015817223
Kenny Satterfield,20,DEN,NBA,2001-02,36,4,560,73,199,66,172,7,27,36,46,17,35,52,108,31,1,53,43,189,0.366834171,0.38372093,0.259259259,0.782608696,0.384422111,4.48739495798,11.1428571429,3.39495798319,7.76470588235,1.09243697479,3.3781512605,3.51260504202,4.50420168067,0.0,0.0,4.67226890756,5.96638655462,1.64705882353,0.168067226891,3.71428571429,2.7731092437,13.5798319328
Kent Bazemore,23,GSW,NBA,2012-13,61,0,267,43,116,33,82,10,34,27,44,5,17,22,22,17,4,18,27,123,0.370689655,0.402439024,0.294117647,0.613636364,0.413793103,5.26688102894,11.7376205788,4.21350482315,8.67009646302,1.05337620579,3.06752411576,2.97491961415,4.93118971061,1.82893890675,4.36398713826,6.19292604502,3.77363344051,2.51189710611,0.682958199357,3.10225080386,2.92861736334,14.5620578778
Kentavious Caldwell-Pope,20,DET,NBA,2013-14,80,41,1583,182,460,123,275,59,185,47,61,38,118,156,55,75,12,28,145,470,0.395652174,0.447272727,0.318918919,0.770491803,0.459782609,5.75591296121,13.8618732261,3.21854304636,6.38599810785,2.53736991485,7.47587511826,3.20151371807,4.2573320719,1.39640491958,5.27909176916,6.67549668874,1.63481551561,2.09460737938,0.476821192053,1.70293282876,2.36707663198,17.2507095553
Kenyon Martin,23,NJN,NBA,2000-01,68,68,2272,346,777,345,766,1,11,121,192,137,365,502,131,78,113,138,281,814,0.445302445,0.450391645,0.090909091,0.630208333,0.445945946,6.85798237023,11.9353574927,6.82272282076,11.7943192948,0.0352595494613,0.141038197845,3.54358472086,5.76493633692,0.0,0.0,10.6131243879,1.7806072478,1.65719882468,3.68462291871,2.45053868756,4.07247796278,17.2948090108
Kevin Burleson,26,CHA,NBA,2005-06,39,1,340,22,88,12,34,10,54,16,17,4,22,26,48,26,2,25,63,70,0.25,0.352941176,0.185185185,0.941176471,0.306818182,2.95206511908,7.95538136871,1.34579439252,3.10400964727,1.60627072656,4.85137172144,1.89930660235,2.52879107627,0.0,0.0,3.21254145312,4.77539945734,1.73650889358,0.412420862225,0.0,0.0,9.40970756708
Kevin Durant,19,SEA,NBA,2007-08,80,80,2768,587,1366,528,1161,59,205,391,448,70,278,348,192,78,75,232,122,1624,0.429721816,0.454780362,0.287804878,0.872767857,0.451317716,8.77768924303,18.5593625498,6.42549800797,12.7362549801,2.35219123506,5.82310756972,5.99521912351,7.34342629482,0.0,0.0,11.187250996,1.31952191235,1.89322709163,1.9219123506,0.0,0.0,25.9027888446
Kevin Jones,23,CLE,NBA,2012-13,32,0,334,43,107,43,107,0,0,9,15,38,40,78,10,9,5,8,25,95,0.401869159,0.401869159,0.0,0.6,0.401869159,6.19776627622,12.56224462,5.14846090983,9.27703622991,1.04930536639,3.28520839008,2.25551620812,3.25578861346,3.76573140834,4.84445655135,8.61018795968,1.1669844729,0.61781530918,0.843366929992,1.15717788069,1.72596022882,15.7003541269
Kevin Love,20,MIN,NBA,2008-09,81,37,2048,316,688,314,669,2,19,265,336,274,460,734,84,35,50,118,205,899,0.459302326,0.46935725,0.105263158,0.788690476,0.460755814,7.06920415225,12.6435986159,6.1660899654,10.0899653979,0.903114186851,2.55363321799,6.1660899654,8.03460207612,0.0,0.0,12.9238754325,2.33564013841,0.840830449827,1.74394463668,2.42906574394,0.0,21.2076124567
Kevin Martin,21,SAC,NBA,2004-05,45,0,455,45,117,40,92,5,25,36,55,29,29,58,22,16,3,24,35,131,0.384615385,0.434782609,0.2,0.654545455,0.405982906,8.08747514911,17.5204771372,5.59681908549,10.3204771372,2.49065606362,7.2,7.64373757455,9.08946322068,0.0,0.0,5.06719681909,1.90377733598,1.91809145129,0.429423459245,0.0,0.0,26.3093439364
Kevin Murphy,22,UTA,NBA,2012-13,17,0,52,7,28,6,23,1,5,0,0,0,4,4,2,1,0,3,4,15,0.25,0.260869565,0.2,0.0,0.267857143,7.07722007722,15.5907335907,5.30501930502,10.7027027027,1.7722007722,4.88803088803,4.13513513514,5.61776061776,0.984555984556,4.18146718147,5.16602316602,2.3166023166,0.984555984556,0.196911196911,3.53281853282,2.5250965251,20.0617760618
Kevinn Pinkney,23,BOS,NBA,2006-07,6,0,100,12,27,11,25,1,2,6,9,7,8,15,5,3,3,4,12,31,0.444444444,0.44,0.5,0.666666667,0.462962963,5.26684931507,9.96164383562,5.16821917808,9.52767123288,0.0986301369863,0.43397260274,3.29424657534,4.55671232877,0.0,0.0,8.56109589041,1.32164383562,1.16383561644,1.14410958904,0.0,0.0,13.9265753425
Kevon Looney,19,GSW,NBA,2015-16,5,0,21,4,7,3,5,1,2,0,0,4,6,10,0,0,0,1,2,9,0.571428571,0.6,0.5,0.0,0.642857143,4.88409703504,10.3827493261,4.17250673854,8.66846361186,0.711590296496,1.71428571429,2.97574123989,4.75471698113,3.9460916442,6.76010781671,10.7061994609,1.64959568733,1.48787061995,1.03504043127,1.45552560647,3.36388140162,13.4555256065
Keyon Dooling,20,LAC,NBA,2000-01,76,1,1237,148,362,120,282,28,80,125,179,8,81,89,177,41,11,94,107,449,0.408839779,0.425531915,0.35,0.698324022,0.447513812,4.8390596745,11.7830018083,3.38517179024,7.48643761302,1.45388788427,4.2965641953,4.40506329114,6.01084990958,0.0,0.0,3.08137432188,4.2965641953,1.64918625678,0.629294755877,2.90777576854,2.23508137432,15.5370705244
Khalid El-Amin,21,CHI,NBA,2000-01,50,14,936,115,311,87,227,28,84,56,72,21,60,81,145,48,2,54,99,314,0.36977492,0.383259912,0.333333333,0.777777778,0.414790997,6.18147975803,15.0265239646,4.27175430433,9.53187529083,1.9097254537,5.4946486738,3.43415542113,4.12098650535,0.0,0.0,3.53466728711,5.41088878548,1.97673336436,0.0837598883201,3.14937180084,2.59655653792,17.7068403909
Khris Middleton,21,DET,NBA,2012-13,27,0,475,62,141,48,96,14,45,27,32,4,46,50,28,15,4,11,53,165,0.439716312,0.5,0.311111111,0.84375,0.489361702,5.40874944764,12.5514803358,3.94520547945,7.98585947857,1.46354396818,4.56562085727,3.32479010163,4.32699955811,2.083959346,4.21564295183,6.29960229783,2.78391515687,1.38400353513,0.270437472382,2.75209898365,2.9748121962,15.6058329651
Kim English,24,DET,NBA,2012-13,41,0,407,42,112,28,62,14,50,21,29,8,29,37,26,16,3,19,46,119,0.375,0.451612903,0.28,0.724137931,0.4375,5.4465408805,12.7672955975,2.95597484277,6.52830188679,2.49056603774,6.23899371069,3.25786163522,4.47798742138,0.943396226415,3.68553459119,4.62893081761,2.03773584906,1.66037735849,0.301886792453,2.47798742138,2.50314465409,16.641509434
Kirk Haston,22,CHH,NBA,2001-02,15,0,77,11,39,11,36,0,3,4,8,5,15,20,5,0,1,3,9,26,0.282051282,0.305555556,0.0,0.5,0.282051282,7.61430793157,16.0964230171,7.25038880249,15.1026438569,0.363919129082,0.993779160187,4.08709175739,5.6967340591,0.0,0.0,10.4696734059,1.55365474339,1.11975116641,1.45567651633,2.72939346812,3.56920684292,19.6796267496
Kirk Hinrich,23,CHI,NBA,2003-04,76,66,2706,318,823,174,454,144,369,135,168,42,217,259,517,101,21,204,276,915,0.386391252,0.383259912,0.390243902,0.803571429,0.473876063,5.28653295129,10.7191977077,3.2664756447,6.02578796562,2.02005730659,4.69340974212,2.47564469914,3.18911174785,0.0,0.0,4.57306590258,5.74212034384,1.77077363897,0.489971346705,3.2664756447,3.28366762178,15.0687679083
Kirk Penney,23,MIA,NBA,2003-04,2,0,18,1,6,0,3,1,3,0,0,0,1,1,1,1,0,3,1,3,0.166666667,0.0,0.333333333,0.0,0.25,5.30093676815,12.2037470726,3.01405152225,6.29156908665,2.2868852459,5.91217798595,2.43442622951,3.24590163934,0.0,0.0,5.10070257611,2.25526932084,0.737704918033,0.147540983607,0.0,0.0,15.3231850117
Kirk Snyder,21,UTA,NBA,2004-05,68,7,906,122,328,92,243,30,85,64,96,50,71,121,36,26,19,58,116,338,0.37195122,0.378600823,0.352941176,0.666666667,0.417682927,6.6403712297,15.5916473318,5.16473317865,10.8306264501,1.47563805104,4.76102088167,4.78886310905,7.07192575406,0.0,0.0,7.47563805104,3.11832946636,1.05800464037,0.877030162413,0.0,0.0,19.5452436195
