Player,Tm,Season,Class,Offensive Points Added,Defensive Points Saved,TPA
Tanner Smith,Clemson,2011,JR,31.42,54.99,86.41
Mike Muscala,Bucknell,2011,SO,12.8,73.6,86.4
Dyshawn Pierre,Dayton,2013,FR,67.63,18.71,86.34
Halil Kanacevic,Saint Joseph's,2012,SO,4.88,81.4,86.28
Travis McKie,Wake Forest,2014,SR,58.07,28.2,86.27
Matt Costello,Michigan State,2014,SO,21.35,64.9,86.25
Cliff Tucker,Maryland,2011,SR,41.67,44.55,86.22
Langston Hall,Mercer,2014,SR,87.92,-1.72,86.2
Bobby Hunter,Illinois State,2014,JR,62.93,23.18,86.11
Donte Grantham,Clemson,2016,SO,49.68,36.43,86.11
Evan Nolte,Virginia,2013,FR,46.87,39.24,86.11
Markus Kennedy,Southern Methodist,2016,SR,22.89,63.22,86.11
Nolan Cressler,Vanderbilt,2017,SR,48.61,37.5,86.11
Thomas Welsh,UCLA,2016,SO,55.33,30.74,86.07
Dominic Cheek,Villanova,2012,JR,80.89,5.16,86.05
Joe Mazzulla,West Virginia,2011,SR,45.36,40.66,86.02
Scoop Jardine,Syracuse,2012,SR,71.94,14.08,86.02
Chase Fieler,Florida Gulf Coast,2014,SR,49.14,36.86,86
Kasey Hill,Florida,2017,SR,0,85.99,85.99
LeRon Barnes,Houston,2016,SR,56.92,29.06,85.98
Tyreek Duren,La Salle,2012,SO,58.69,27.25,85.94
Mamadou Ndiaye,UC-Irvine,2016,JR,9.7,76.23,85.93
Trent Lockett,Marquette,2013,SR,33.75,52.16,85.91
Quinndary Weatherspoon,Mississippi State,2016,FR,52.75,33.15,85.9
Adreian Payne,Michigan State,2012,SO,23.12,62.76,85.88
Dakarai Allen,San Diego State,2017,SR,12.49,73.37,85.86
Sam McLaurin,Coastal Carolina,2011,SO,19.55,66.18,85.73
Dane Miller,Rutgers,2011,SO,-1.59,87.29,85.7
Leonard Washington,Wyoming,2012,JR,22.75,62.89,85.64
Rodney Bullock,Providence,2016,SO,5.84,79.79,85.63
Gabriel Olaseni,Iowa,2015,SR,27.48,58.14,85.62
Jae'Sean Tate,Ohio State,2016,SO,39.96,45.66,85.62
BeeJay Anya,North Carolina State,2016,JR,-6.8,92.41,85.61
Ryan Pearson,George Mason,2011,JR,53.07,32.53,85.6
Noah Vonleh,Indiana,2014,FR,16.84,68.75,85.59
Donald Sims,Appalachian State,2011,SR,126.29,-40.74,85.55
Fuquan Edwin,Seton Hall,2014,SR,43.5,42,85.5
Dorian Green,Colorado State,2012,JR,101.52,-16.03,85.49
Michael Glover,Iona,2012,SR,67.16,18.32,85.48
Jaylon Brown,Evansville,2017,SR,95.65,-10.18,85.47
Ramone Moore,Temple,2011,JR,58.26,27.19,85.45
Drew Crawford,Northwestern,2012,JR,94.71,-9.29,85.42
Jamar Gulley,Missouri State,2014,SR,60.35,25.02,85.37
C.J. Leslie,North Carolina State,2012,SO,25.61,59.75,85.36
Kaleb Tarczewski,Arizona,2016,SR,25.98,59.38,85.36
Isaiah Brock,Oakland,2017,FR,-3.94,89.29,85.35
Michael Cobbins,Oklahoma State,2015,SR,7.88,77.47,85.35
Theo Pinson,North Carolina,2016,SO,37.41,47.93,85.34
Russ Smith,Louisville,2012,SO,24.58,60.73,85.31
Patrick Heckmann,Boston College,2015,SR,46.5,38.75,85.25
C.J. McCollum,Lehigh,2011,SO,63.42,21.8,85.22
Ceola Clark,Western Illinois,2013,SR,77.32,7.89,85.21
Elston Turner,Texas A&M,2012,JR,62.6,22.61,85.21
Carl Hall,Wichita State,2012,JR,45.76,39.4,85.16
Jordan Caroline,Nevada,2017,SO,56.76,28.38,85.14
DeSean Murray,Presbyterian,2016,SO,56.74,28.37,85.11
David Collette,Utah State,2015,FR,36.09,48.98,85.07
Kendrick Nunn,Illinois,2015,SO,46.7,38.36,85.06
Michael Qualls,Arkansas,2014,SO,56.2,28.86,85.06
Davion Berry,Weber State,2014,SR,105.46,-20.41,85.05
Jalen Moore,Utah State,2015,SO,72.87,12.15,85.02
Jahmel Taylor,Fresno State,2017,JR,71.49,13.53,85.02
Chris Evans,Kent State,2012,JR,51.47,33.52,84.99
Tahjere McCall,Tennessee State,2017,SR,14.91,70.07,84.98
Demarcus Holland,Texas,2015,JR,52.9,32.06,84.96
Nathan Adrian,West Virginia,2014,FR,50.74,34.19,84.93
Shep Garner,Penn State,2016,SO,75.27,9.65,84.92
Naadir Tharpe,Kansas,2014,JR,81.28,3.53,84.81
Michael Bryson,UC-Santa Barbara,2015,JR,76.12,8.65,84.77
Wendell McKines,New Mexico State,2012,SR,89,-4.24,84.76
Trey Thompson,Arkansas,2017,JR,25.25,59.51,84.76
Jordan Clarke,Drake,2013,SR,40.12,44.58,84.7
Mike Anderson,Washington,2015,SR,44.04,40.66,84.7
Paris Horne,St. John's (NY),2011,SR,50.18,34.5,84.68
Glynn Watson Jr.,Nebraska,2017,SO,60.97,23.71,84.68
Zaid Hearst,Quinnipiac,2014,JR,102.39,-17.72,84.67
Thomas Walkup,Stephen F. Austin,2014,SO,68.06,16.6,84.66
Jordan Woodard,Oklahoma,2017,SR,52.26,32.4,84.66
Devon Daniels,Utah,2017,FR,42.32,42.32,84.64
Jeronne Maymon,Tennessee,2012,JR,45.44,39.18,84.62
Will Spradling,Kansas State,2013,JR,61.95,22.67,84.62
Avery Woodson,Butler,2017,SR,74.36,10.26,84.62
Maodo Lo,Columbia,2016,SR,77.67,6.9,84.57
Austin Chatman,Creighton,2014,JR,59.87,24.65,84.52
Tra-Deon Hollins,Nebraska-Omaha,2017,SR,38.21,46.26,84.47
Grant Gibbs,Creighton,2014,SR,52.92,31.5,84.42
Roosevelt Jones,Butler,2013,SO,16.52,67.9,84.42
Shavon Coleman,Louisiana State,2014,SR,43.76,40.64,84.4
Angel Rodriguez,Kansas State,2013,SO,81.38,3.01,84.39
Zak Irvin,Michigan,2015,SO,67.82,16.5,84.32
Nick Duncan,Boise State,2015,SO,59.98,24.32,84.3
Spencer Weisz,Princeton,2017,SR,35.64,48.61,84.25
Aaron Jones,Mississippi,2014,JR,-8.1,92.34,84.24
Isaiah Austin,Baylor,2013,FR,23.8,60.42,84.22
Cedrick Lang,Texas-El Paso,2015,SR,54.65,29.54,84.19
Allerik Freeman,Baylor,2016,SO,77.31,6.87,84.18
Rodney Bullock,Providence,2017,JR,23.77,60.34,84.11
D'Angelo Harrison,St. John's (NY),2013,SO,90.7,-6.6,84.1
Jimond Ivey,Akron,2017,SO,57.26,26.84,84.1
Jeff Ledbetter,Idaho,2011,SR,98.09,-14.01,84.08
Lewis Jackson,Purdue,2012,SR,66.95,17.13,84.08
Andrew Andrews,Washington,2015,JR,84.04,0,84.04
Rex Pflueger,Notre Dame,2017,SO,33.1,50.92,84.02
Anthony Miles,Lamar,2012,SR,87.93,-3.91,84.02
Darren Moore,UC-Irvine,2011,SR,84,0,84
Howard Little,Valparaiso,2011,SR,59.5,24.5,84
Stanton Kidd,Colorado State,2015,SR,51.42,32.57,83.99
Landen Lucas,Kansas,2016,JR,31.62,52.36,83.98
Tyler Lamb,UCLA,2012,SO,32.55,51.39,83.94
Earnest Ross,Auburn,2011,SO,60.41,23.49,83.9
B.J. Taylor,Central Florida,2017,SO,55.93,27.96,83.89
Carrington Love,Green Bay,2016,SR,102.02,-18.14,83.88
Jordan Clarkson,Missouri,2014,JR,79.69,4.19,83.88
Julian Gamble,Miami (FL),2013,SR,14.38,69.48,83.86
Roy Devyn Marble,Iowa,2012,SO,67.79,16.06,83.85
Marcos Knight,Middle Tennessee,2012,JR,43.52,40.3,83.82
Gerald Robinson,Georgia,2012,SR,71.39,12.42,83.81
Jerime Andersen,UCLA,2012,SR,48.89,34.92,83.81
Ethan Wragge,Creighton,2013,JR,87.63,-3.85,83.78
Brandon Paul,Illinois,2011,SO,42.5,41.22,83.72
Collin Hartman,Indiana,2015,SO,60.87,22.83,83.7
A.J. Walton,Baylor,2013,SR,17.8,65.86,83.66
Langston Galloway,Saint Joseph's,2013,JR,81.8,1.86,83.66
Ian Hummer,Princeton,2012,JR,35.13,48.52,83.65
Ramon Galloway,La Salle,2012,JR,52.72,30.91,83.63
Cole Huff,Creighton,2017,SR,64.55,19.07,83.62
Walter Offutt,Ohio,2012,JR,65.03,18.58,83.61
Kavin Gilder-Tilbury,Texas State,2017,SR,64.03,19.56,83.59
Cameron Ridley,Texas,2015,JR,20.3,63.28,83.58
Caris LeVert,Michigan,2015,JR,46.87,36.68,83.55
Zack Rosen,Pennsylvania,2012,SR,111.38,-27.85,83.53
Chaisson Allen,Northeastern,2011,SR,99.12,-15.65,83.47
Aaric Murray,West Virginia,2013,JR,27.12,56.32,83.44
Desmar Jackson,Southern Illinois,2014,SR,55.03,28.4,83.43
Brad Tinsley,Vanderbilt,2012,SR,75.06,8.34,83.4
Briante Weber,Virginia Commonwealth,2012,FR,9.02,74.38,83.4
Ben Smith,Wichita State,2011,JR,83.39,0,83.39
Donovon Jack,Penn State,2014,SO,25.48,57.9,83.38
Justin Drummond,Toledo,2014,JR,89.71,-6.41,83.3
Tyus Battle,Syracuse,2017,FR,74.43,8.86,83.29
DaShonte Riley,Eastern Michigan,2014,SR,-72.05,155.3,83.25
Nik Cochran,Davidson,2013,SR,86.7,-3.47,83.23
Erick Neal,Texas-Arlington,2016,SO,71.86,11.35,83.21
Lagerald Vick,Kansas,2017,SO,42.37,40.81,83.18
Sheldon McClellan,Texas,2012,FR,72.58,10.58,83.16
Alex Young,UC-Irvine,2016,SR,44.12,39.03,83.15
Chris Smith,Utah State,2016,SR,91.47,-8.32,83.15
Yanick Moreira,Southern Methodist,2015,SR,29.5,53.64,83.14
Jahenns Manigat,Creighton,2013,JR,48.2,34.9,83.1
Tony Mitchell,Alabama,2012,JR,25.48,57.62,83.1
Rasheed Sulaimon,Duke,2014,SO,74.31,8.74,83.05
Abdel Nader,Iowa State,2016,SR,47.97,35.06,83.03
Evan Smotrycz,Michigan,2012,SO,49.37,33.66,83.03
Andrew Rowsey,Marquette,2017,JR,107.89,-24.9,82.99
David Kyles,Wichita State,2011,JR,69.36,13.6,82.96
Frank Jackson,Duke,2017,FR,79.76,3.13,82.89
Fabyon Harris,Texas A&M,2013,JR,81.28,1.56,82.84
Nathan Healy,Appalachian State,2013,SR,50.08,32.74,82.82
Rashad Madden,Arkansas,2014,JR,74.7,8.12,82.82
Lester Medford,Baylor,2015,JR,51.94,30.84,82.78
Amida Brimah,Connecticut,2016,JR,12.54,70.22,82.76
Julian Vaughn,Georgetown,2011,SR,9.74,73.02,82.76
Will Yeguete,Florida,2012,SO,32.71,50.02,82.73
Gavin Skelly,Northwestern,2017,JR,20.15,62.58,82.73
Ryan Taylor,Marshall,2016,JR,56.32,26.4,82.72
Brady Heslip,Baylor,2013,JR,86.01,-3.31,82.7
Dee Davis,Xavier,2015,SR,64.08,18.6,82.68
Chasson Randle,Stanford,2013,SO,69.81,12.86,82.67
Kerron Johnson,Belmont,2011,SO,41.88,40.75,82.63
Kedren Johnson,Vanderbilt,2013,SO,57.82,24.78,82.6
Brandon Ashley,Arizona,2014,SO,31.59,50.95,82.54
Jamar Gulley,Missouri State,2012,JR,48.47,34.06,82.53
Devin Robinson,Florida,2016,SO,42.59,39.93,82.52
Joe McDonald,George Washington,2014,SO,41.25,41.25,82.5
Mike Gesell,Iowa,2016,SR,39.6,42.9,82.5
Orlando Johnson,UC-Santa Barbara,2012,SR,96.82,-14.34,82.48
Alandise Harris,Arkansas,2015,SR,28.39,54.08,82.47
J.J. O'Brien,San Diego State,2013,SO,28.01,54.46,82.47
Steve Zack,La Salle,2015,JR,-24.05,106.52,82.47
Mardracus Wade,Arkansas,2012,SO,95.64,-13.19,82.45
Shayne Whittington,Western Michigan,2013,JR,17.54,64.9,82.44
Austin Arians,Wake Forest,2017,SR,90.55,-8.11,82.44
Casey Mitchell,West Virginia,2011,SR,82.43,0,82.43
Anthony Ireland,Loyola Marymount,2012,SO,82.42,0,82.42
Collin Hartman,Indiana,2016,JR,44.28,38.13,82.41
Brock Zylstra,Brigham Young,2012,JR,41.19,41.19,82.38
Deshawn Delaney,New Mexico,2015,SR,39.09,43.28,82.37
Justin Anderson,Virginia,2014,SO,21.22,61.15,82.37
Dedrick Basile,Cal State Bakersfield,2016,JR,52.7,29.65,82.35
Trevon Harmon,Cleveland State,2011,JR,70.28,12.05,82.33
Anthony Jones,Baylor,2011,JR,50.66,31.66,82.32
Markus Howard,Marquette,2017,FR,99.26,-16.95,82.31
Chase Fischer,Brigham Young,2016,SR,101.23,-18.98,82.25
Nathan Boothe,Toledo,2015,JR,34.14,48.11,82.25
Edward Daniel,Murray State,2012,JR,6.63,75.58,82.21
Frank Otis,Weber State,2013,SR,35.23,46.98,82.21
Blake Jenkins,Belmont,2013,JR,37.72,44.45,82.17
James Johnson,Quinnipiac,2011,JR,97.46,-15.29,82.17
Jawun Evans,Oklahoma State,2016,FR,57.62,24.54,82.16
Joe Harris,Virginia,2011,FR,59.04,23.04,82.08
Rob Jones,Saint Mary's (CA),2011,JR,49.25,32.83,82.08
Gary Johnson,Texas,2011,SR,20.99,61.06,82.05
Doug Brooks,Virginia Commonwealth,2017,SR,25.68,56.26,81.94
Jalen Reynolds,Xavier,2015,SO,40.93,40.93,81.86
Jaylen Bond,Temple,2015,JR,4.72,77.08,81.8
Robert Covington,Tennessee State,2013,SR,45.29,36.48,81.77
Scootie Randall,Temple,2013,SR,63.36,18.4,81.76
Rod Odom,Vanderbilt,2014,SR,66.89,14.86,81.75
Kerry Carter,Saint Mary's (CA),2015,SR,53.38,28.36,81.74
Shaquille Morris,Wichita State,2017,JR,14.86,66.88,81.74
Glen Rice,Georgia Tech,2011,SO,47.13,34.56,81.69
Shaq Goodwin,Memphis,2015,JR,32.66,49,81.66
Quentin Snider,Louisville,2016,SO,55.37,26.23,81.6
Kellen Dunham,Butler,2016,SR,101.53,-19.94,81.59
Jared Stohl,Portland,2011,SR,124.92,-43.38,81.54
Adam Wing,Evansville,2016,SR,31.9,49.62,81.52
Sean McGonagill,Brown,2014,SR,91.18,-9.7,81.48
Sidy Djitte,Clemson,2017,SR,31.82,49.64,81.46
Dylon Cormier,Loyola (MD),2013,JR,83.45,-1.99,81.46
Byron Wesley,Southern California,2014,JR,66.29,15.15,81.44
Joniah White,Louisiana Tech,2017,SO,-5.03,86.46,81.43
Cameron Ayers,Bucknell,2013,JR,77.94,3.46,81.4
Maalik Wayns,Villanova,2011,SO,71.19,10.17,81.36
Milton Jennings,Clemson,2013,SR,25.76,55.6,81.36
Markus Kennedy,Southern Methodist,2015,JR,39.29,41.97,81.26
Gabriel Olaseni,Iowa,2014,JR,35.11,46.14,81.25
Will Sheehey,Indiana,2014,SR,43.11,38.13,81.24
B.J. Jenkins,Murray State,2011,SR,72.19,9.02,81.21
Hugh Robertson,South Florida,2012,SR,21.85,59.32,81.17
Ben Smith,Wichita State,2012,SR,75.35,5.8,81.15
Caleb Martin,North Carolina State,2016,SO,63.5,17.64,81.14
Rysheed Jordan,St. John's (NY),2015,SO,57.96,23.18,81.14
Melvin Ejim,Iowa State,2012,SO,49.5,31.63,81.13
Mike McCall,Saint Louis,2012,SO,40.56,40.56,81.12
Will Cherry,Montana,2011,SO,40.56,40.56,81.12
Mike Daum,South Dakota State,2017,SO,146.33,-65.25,81.08
Neil Watson,Southern Mississippi,2012,SO,82.8,-1.73,81.07
Chris Wright,Dayton,2011,SR,-12.33,93.39,81.06
Trevor Cooney,Syracuse,2015,JR,59.31,21.75,81.06
Jake Gollon,Mercer,2012,SO,26.33,54.68,81.01
Jamelle Hagins,Delaware,2013,SR,11.3,69.71,81.01
Donovan Mitchell,Louisville,2016,FR,44,37,81
Jacob Evans,Cincinnati,2016,FR,29.19,51.75,80.94
Kramer Knutson,Portland,2011,SR,19.53,61.38,80.91
Gary Bell,Gonzaga,2013,SO,58.25,22.65,80.9
Kendrick Nunn,Illinois,2016,JR,59.77,21.1,80.87
Malcolm Miller,Southern,2014,SR,45.97,34.87,80.84
Brandon Wood,Valparaiso,2011,JR,69.81,11.02,80.83
Darius Thompson,Virginia,2017,JR,30.04,50.76,80.8
Tahjere McCall,Tennessee State,2016,SR,34.8,45.88,80.68
Tony Wills,Illinois State,2017,SR,12.41,68.25,80.66
Kevin Larsen,George Washington,2014,SO,41.22,39.42,80.64
Michael Snaer,Florida State,2013,SR,78.78,1.83,80.61
Tyler Roberson,Syracuse,2016,JR,16.45,64.16,80.61
Cheikh Mbodji,Cincinnati,2013,SR,-18.05,98.65,80.6
Daniel Hamilton,Connecticut,2015,FR,22.78,57.82,80.6
Sean Mosley,Maryland,2011,JR,14.91,65.6,80.51
Nick Ward,Michigan State,2017,FR,46.15,34.31,80.46
Henry Caruso,Princeton,2016,JR,69.14,11.29,80.43
Eron Harris,West Virginia,2014,SO,102.31,-21.92,80.39
Trahson Burrell,Memphis,2015,JR,55.26,25.12,80.38
Will Cummings,Temple,2014,JR,105.37,-25,80.37
Neil Watson,Southern Mississippi,2014,SR,76.59,3.74,80.33
Chandler Hutchison,Boise State,2017,JR,33.91,46.4,80.31
Dyshawn Pierre,Dayton,2016,SR,45.7,34.58,80.28
Justin Martin,Xavier,2014,JR,55.09,25.18,80.27
Alan Williams,UC-Santa Barbara,2015,SR,17.98,62.24,80.22
Conner Teahan,Kansas,2012,SR,53.47,26.73,80.2
Codi Miller-McIntyre,Wake Forest,2015,JR,60.59,19.6,80.19
Myles Mack,Rutgers,2014,JR,98.01,-17.82,80.19
Isaiah Briscoe,Kentucky,2016,FR,20.04,60.13,80.17
Braxton Key,Alabama,2017,FR,11.94,68.21,80.15
Adam Woodbury,Iowa,2016,SR,33.14,46.95,80.09
Brandon Young,DePaul,2013,JR,104.27,-24.21,80.06
Steve Moore,Missouri,2012,SR,20.97,59.09,80.06
Allonzo Trier,Arizona,2016,FR,66.7,13.34,80.04
Nick Kellogg,Ohio,2012,SO,71.34,8.7,80.04
Avery Woodson,Memphis,2016,JR,65.6,14.4,80
Ian Baker,New Mexico State,2016,JR,59.52,20.46,79.98
Jared Brownridge,Santa Clara,2017,SR,99.48,-19.51,79.97
Will Clyburn,Utah,2011,JR,81.77,-1.82,79.95
Torrey Craig,South Carolina Upstate,2012,SO,65.68,14.2,79.88
Dario Hunt,Nevada,2012,SR,-31.15,110.98,79.83
Chris Wray,Mount St. Mary's,2017,JR,-12.7,92.53,79.83
Justin Jackson,Maryland,2017,FR,32.86,46.94,79.8
Jordair Jett,Saint Louis,2013,JR,26.06,53.66,79.72
Kyan Anderson,Texas Christian,2014,JR,112.34,-32.62,79.72
Denzel Valentine,Michigan State,2013,FR,20.84,58.85,79.69
Nicholas Baer,Iowa,2016,FR,37.87,41.82,79.69
Jerran Young,Wright State,2013,JR,23.54,56.05,79.59
Mike Daum,South Dakota State,2016,FR,87.91,-8.32,79.59
Amir Williams,Ohio State,2013,SO,8.06,71.5,79.56
Dez Wells,Maryland,2015,SR,36.92,42.6,79.52
Willie Atwood,Arizona State,2016,SR,51.45,28.06,79.51
Ben Averkamp,Loyola (IL),2011,SO,39.73,39.73,79.46
Lance Goulbourne,Vanderbilt,2011,JR,33.46,46,79.46
Deividas Dulkys,Florida State,2011,JR,22.07,57.37,79.44
Marcquise Reed,Clemson,2017,SO,61.37,18.05,79.42
Luke Loucks,Florida State,2012,GR,28.12,51.27,79.39
Josh Davis,Tulane,2013,JR,56.38,22.97,79.35
Matt Rafferty,Furman,2016,FR,31.73,47.59,79.32
Derrick Nix,Michigan State,2012,JR,34.98,44.31,79.29
Rodney Cooper,Alabama,2015,SR,74.23,5.06,79.29
Tyler Brown,Illinois State,2012,JR,79.25,0,79.25
Bud Thomas,Mercer,2013,JR,42.04,37.19,79.23
Erik Etherly,Loyola (MD),2012,JR,32.68,46.44,79.12
Raymond Spalding,Louisville,2016,FR,17.78,61.34,79.12
Jordan Theodore,Seton Hall,2011,JR,39.53,39.53,79.06
Isaiah Zierden,Creighton,2017,SR,48.41,30.57,78.98
Ben Moore,Southern Methodist,2015,SO,13.57,65.4,78.97
DeAndre Kane,Marshall,2012,SO,59.22,19.74,78.96
Nate Mason,Minnesota,2015,FR,51.58,27.31,78.89
Kerwin Roach Jr.,Texas,2017,SO,11.5,67.33,78.83
Kenny Kadji,Miami (FL),2012,SO,35.69,43.12,78.81
Katin Reinhardt,Southern California,2016,JR,62.01,16.76,78.77
JaJuan Johnson,Marquette,2016,JR,47.8,30.93,78.73
Kyle Fogg,Arizona,2011,JR,51.93,26.8,78.73
Boris Bojanovsky,Florida State,2015,JR,14.82,63.89,78.71
Kris Richard,Tulane,2011,SR,46.51,32.2,78.71
Shavon Shields,Nebraska,2014,SO,43.73,34.98,78.71
D.J. Newbill,Penn State,2014,JR,90.77,-12.1,78.67
Dwayne Bacon,Florida State,2017,SO,69.52,9.15,78.67
Nate Britt,North Carolina,2017,SR,26.21,52.42,78.63
DeQuan Hicks,Northwestern State,2013,JR,54.6,24.02,78.62
A.J. English,Iona,2015,JR,108.66,-30.06,78.6
Quincy Ford,Northeastern,2016,SR,47.14,31.43,78.57
Derrick Jones Jr.,Nevada-Las Vegas,2016,FR,32.42,46.14,78.56
Ty Greene,South Carolina Upstate,2015,SR,111.83,-33.35,78.48
Kevin Dillard,Dayton,2012,JR,76.61,1.82,78.43
Ky Bowman,Boston College,2017,FR,61.7,16.68,78.38
Jamelle Horne,Arizona,2011,SR,48.67,29.68,78.35
Kyle O'Quinn,Norfolk State,2011,JR,36.31,42.04,78.35
Raphiael Putney,Massachusetts,2014,SR,13.3,65.03,78.33
Troy Taylor,Evansville,2013,SR,5.34,72.98,78.32
Blake Hamilton,Buffalo,2017,SR,46.28,32.04,78.32
Luke Maye,North Carolina,2017,SO,41.38,36.89,78.27
Mindaugas Kacinas,South Carolina,2015,JR,34.39,43.88,78.27
Sheldon Jeter,Pittsburgh,2016,JR,36.19,42.05,78.24
TaShawn Thomas,Houston,2012,FR,35.42,42.8,78.22
Joevan Catron,Oregon,2011,SR,56.86,21.32,78.18
Michael Craig,Southern Mississippi,2013,JR,44.33,33.85,78.18
Trevor Releford,Alabama,2011,FR,35.17,42.99,78.16
Andre Washington,East Carolina,2017,SR,-31.53,109.69,78.16
B.J. Young,Arkansas,2012,FR,96.95,-18.81,78.14
Cashmere Wright,Cincinnati,2011,SO,46.3,31.83,78.13
Daishon Knight,Illinois State,2015,SR,72.91,5.21,78.12
Askia Booker,Colorado,2015,SR,82.89,-4.78,78.11
Tyler Johnson,Fresno State,2013,JR,60.28,17.81,78.09
Lucas Woodhouse,Stony Brook,2017,SR,106.34,-28.25,78.09
Edward Daniel,Murray State,2013,SR,27.08,50.98,78.06
Rodney Pryor,Robert Morris,2015,JR,101.06,-23.05,78.01
Kyrie Irving,Duke,2011,FR,58.86,19.08,77.94
Aqeel Quinn,San Diego State,2015,SR,53.31,24.61,77.92
Steve Vasturia,Notre Dame,2016,JR,72.08,5.84,77.92
Josh Hawkinson,Washington State,2016,JR,33.63,44.25,77.88
Devon Collier,Oregon State,2014,SR,56.99,20.85,77.84
Oliver McNally,Harvard,2011,JR,77.81,0,77.81
Carson Desrosiers,Providence,2014,JR,-19.74,97.52,77.78
Kyle Davis,Brigham Young,2016,JR,3.38,74.36,77.74
Elias Harris,Gonzaga,2011,SO,48.17,29.53,77.7
Jaron Blossomgame,Clemson,2015,SO,48.17,29.53,77.7
Steve McWhorter,Milwaukee,2015,SR,70.64,7.06,77.7
Sindarius Thornwell,South Carolina,2015,SO,23.63,54.02,77.65
Dawon Cummings,Indiana State,2014,SR,46.28,31.35,77.63
Damonte Dodd,Maryland,2015,SO,6.47,71.15,77.62
Steven Idlet,Tulsa,2012,SR,45.79,31.8,77.59
Drew Crawford,Northwestern,2014,SR,32.16,45.41,77.57
Dalton Pepper,Temple,2014,SR,108.99,-31.44,77.55
Kyan Anderson,Texas Christian,2015,SR,89.86,-12.33,77.53
Ronald Roberts,Saint Joseph's,2014,SR,43.27,34.26,77.53
Derek Cooke,Wyoming,2015,SR,16.91,60.59,77.5
Justin Browning,Western Carolina,2016,SR,7.21,70.28,77.49
Riley Benock,Mississippi State,2011,SR,53.35,24.09,77.44
Garrett Stutz,Wichita State,2012,SR,33.95,43.46,77.41
Allonzo Trier,Arizona,2017,SO,63.85,13.54,77.39
Keiton Page,Oklahoma State,2011,JR,79.36,-1.98,77.38
Venoy Overton,Washington,2011,SR,33.85,43.52,77.37
Cody Ellis,Saint Louis,2012,JR,64.46,12.89,77.35
Aaron Bright,Stanford,2012,SO,86.53,-9.21,77.32
Eric Atkins,Notre Dame,2012,SO,52.19,25.13,77.32
Hayden Dalton,Wyoming,2017,JR,22.63,54.69,77.32
Daishon Smith,Wichita State,2017,JR,31.66,45.63,77.29
Aaron Rountree,Iona,2016,SR,-23.66,100.93,77.27
Denzell Taylor,Old Dominion,2016,JR,13.37,63.9,77.27
Bronson Koenig,Wisconsin,2016,JR,75.4,1.84,77.24
Malcolm Lee,UCLA,2011,JR,69.67,7.53,77.2
Montrezl Harrell,Louisville,2013,FR,26.83,50.31,77.14
Micah Mason,Duquesne,2014,SO,102.01,-24.88,77.13
Patric Young,Florida,2011,FR,12.11,64.96,77.07
Landry Nnoko,Clemson,2016,SR,-1.13,78.18,77.05
Sebastian Saiz,Mississippi,2015,SO,27.5,49.5,77
Terrence Ross,Washington,2011,FR,58.3,18.7,77
Drew Windler,Belmont,2014,SR,65.08,11.83,76.91
Matt Stainbrook,Western Michigan,2012,SO,55.8,21.11,76.91
Duncan Robinson,Michigan,2017,SR,74.45,2.44,76.89
DeAndre Daniels,Connecticut,2014,JR,22.5,54.38,76.88
Grant Jerrett,Arizona,2013,FR,28.05,48.83,76.88
Ryan Boatright,Connecticut,2013,SO,73.05,3.75,76.8
Winston Shepard,San Diego State,2016,SR,7.99,68.67,76.66
Ray McCallum,Detroit Mercy,2012,SO,93.2,-16.57,76.63
John Egbunu,Florida,2016,SO,13.01,63.58,76.59
Tristan Spurlock,Central Florida,2014,SR,48.39,28.1,76.49
Jon Smith,Ohio,2013,JR,16.46,60.02,76.48
Nick Faust,Maryland,2013,SO,35.68,40.78,76.46
Bo Barnes,Arizona State,2015,SR,65.52,10.92,76.44
Alex Poythress,Kentucky,2016,SR,50.95,25.47,76.42
Venky Jois,Eastern Washington,2015,JR,35.66,40.75,76.41
L.J. Peak,Georgetown,2016,SO,54.35,22.04,76.39
Blake Hamilton,Buffalo,2016,JR,34.13,42.25,76.38
Rokas Gustys,Hofstra,2016,SO,30.91,45.45,76.36
Sagaba Konate,West Virginia,2017,FR,-3.6,79.96,76.36
Andrew Smith,Butler,2012,JR,37.35,38.98,76.33
Trantell Knight,Middle Tennessee,2013,JR,33.91,42.39,76.3
Tyler Lewis,Butler,2017,SR,73.76,2.5,76.26
Rico Gathers,Baylor,2016,SR,48.51,27.72,76.23
Spencer Dinwiddie,Colorado,2012,FR,53.02,23.2,76.22
Jalen Adams,Connecticut,2017,SO,53.91,22.31,76.22
Jake Lindsey,Baylor,2017,SO,34.87,41.33,76.2
Du'Vaughn Maxwell,Hampton,2014,SR,-23.58,99.77,76.19
Malcolm Armstead,Oregon,2011,JR,25.4,50.79,76.19
Bryon Allen,George Mason,2014,SR,79.63,-3.46,76.17
Trent Forrest,Florida State,2017,FR,24.41,51.75,76.16
Andy Brown,Stanford,2013,SR,32.06,44.09,76.15
Nikola Malesevic,Rhode Island,2011,SO,55.51,20.62,76.13
Laurent Rivard,Harvard,2012,SO,78.62,-2.5,76.12
Jared Terrell,Rhode Island,2017,JR,61.62,14.5,76.12
Quincy Miller,Baylor,2012,FR,38.83,37.27,76.1
Justin Tuoyo,Chattanooga,2015,SO,-3.17,79.25,76.08
