Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS
J. Clarkson | B. Ingram | L. Nance Jr. | L. Williams | N. Young,LAL,2016-17,10,28.7,64,60,103.8,+2,+15,-.116,+7,+15,+.057,-0.071,-18,-22,+.056,-7
S. Curry | K. Durant | K. Looney | Z. Pachulia | K. Thompson,GSW,2016-17,3,28.6,61,61,102.3,+7,+3,+.102,+2,0,+.095,+.116,+5,+3,+.400,+21
P. George | C. Miles | G. Robinson | J. Teague | M. Turner,IND,2016-17,16,28.5,60,53,95.0,+12,-1,+.260,+4,+1,+.216,+.303,+6,+5,+.099,+34
L. Babbitt | G. Dragic | T. Johnson | D. Waiters | H. Whiteside,MIA,2016-17,14,28.5,58,62,101.1,+5,+8,+.036,+2,+4,+.036,+.048,-13,-13,-.093,-1
J. Johnson | T. Johnson | J. Richardson | D. Waiters | H. Whiteside,MIA,2016-17,10,28.5,58,58,97.9,-1,-7,+.037,+1,0,+.067,+.056,0,+2,-.116,-1
R. Covington | R. Holmes | S. Rodriguez | D. Saric | N. Stauskas,PHI,2016-17,15,28.5,54,58,94.5,-9,-8,-.096,0,+2,-.043,-0.085,+4,+1,+.446,-14
B. Biyombo | A. Gordon | S. Ibaka | J. Meeks | E. Payton,ORL,2016-17,8,28.5,56,57,95.1,-7,+1,-.144,-1,+8,-.244,-0.155,-9,-12,+.176,-24
L. Galloway | B. McLemore | G. Papagiannis | G. Temple | A. Tolliver,SAC,2016-17,4,28.4,58,56,96.5,-4,-3,-.059,+4,0,+.235,-0.011,-6,-4,-.167,-10
L. Aldridge | D. Green | D. Lee | K. Leonard | D. Murray,SAS,2016-17,5,28.3,53,51,88.4,+6,-7,+.181,-3,-6,-.056,+.159,+2,0,+.286,+11
K. Caldwell-Pope | A. Drummond | H. Ellenson | M. Morris | I. Smith,DET,2016-17,2,28.3,58,57,97.5,+2,+3,+.012,-5,-10,-.117,-0.033,-9,-9,-.346,-10
L. Aldridge | P. Gasol | D. Green | N. Laprovittola | K. Leonard,SAS,2016-17,3,28.3,50,51,85.6,-8,-6,-.111,-2,+2,-.215,-0.123,+2,+5,-.200,-16
B. Bogdanovic | T. Booker | S. Kilpatrick | J. Lin | B. Lopez,BRK,2016-17,5,28.3,60,57,99.3,+4,+8,+.007,-1,+5,-.152,-0.012,-8,-9,+.083,-1
D. Collison | D. Cousins | K. Koufos | B. McLemore | G. Temple,SAC,2016-17,2,28.3,49,52,85.8,+2,+4,+.010,-1,-3,-.008,-0.005,-10,-10,-.313,-7
M. Delaney | T. Hardaway | D. Howard | M. Muscala | T. Sefolosha,ATL,2016-17,18,28.2,61,61,103.8,-1,-10,+.057,-3,-2,-.153,+.035,+8,+14,-.316,+3
S. Adams | J. Grant | V. Oladipo | D. Sabonis | R. Westbrook,OKC,2016-17,16,28.2,54,57,94.4,+8,+13,+.040,-1,+5,-.205,+.018,+1,-1,+.119,+16
J. Butler | R. Lopez | B. Portis | R. Rondo | D. Valentine,CHI,2016-17,13,28.2,53,54,91.1,-3,-3,-.034,-2,-1,-.108,-0.051,-11,-12,-.200,-19
C. Brewer | S. Dekker | E. Gordon | J. Harden | N. Hilario,HOU,2016-17,16,28.2,59,58,99.7,+5,-1,+.111,0,+1,-.024,+.112,+6,+7,+.109,+16
A. Baynes | K. Caldwell-Pope | J. Leuer | M. Morris | B. Udrih,DET,2016-17,11,28.1,59,58,99.8,+9,+15,+.057,+6,+5,+.291,+.100,-3,-9,+.375,+21
C. Brewer | C. Capela | S. Dekker | T. Ennis | E. Gordon,HOU,2016-17,5,28.1,56,57,96.6,+8,0,+.174,-2,-1,-.104,+.152,-7,-9,.000,+7
W. Barton | G. Harris | J. Hernangomez | J. Murray | M. Plumlee,DEN,2016-17,7,28.1,59,62,103.2,-13,-10,-.149,+1,-1,+.096,-0.122,+4,+3,+.123,-21
T. Ariza | E. Gordon | J. Harden | M. Harrell | L. Williams,HOU,2016-17,5,28.1,60,60,102.6,-9,-9,-.082,+3,+9,.000,-0.046,+5,-2,+.388,-10
W. Ellington | J. Johnson | T. Johnson | J. Richardson | O. White,MIA,2016-17,5,28.1,59,60,101.7,+12,+18,+.059,+12,+14,+.378,+.155,-3,-1,-.132,+33
V. Carter | T. Daniels | A. Harrison | J. Martin | Z. Randolph,MEM,2016-17,8,28.1,52,54,90.5,0,-4,+.026,+1,-6,+.139,+.041,-3,-3,-.033,-2
I. Clark | K. Durant | S. Livingston | K. Thompson | D. West,GSW,2016-17,14,28.1,60,61,103.3,+6,-17,+.273,-1,-7,+.132,+.278,-4,-4,-.068,+7
M. Delaney | T. Hardaway | K. Humphries | K. Korver | M. Muscala,ATL,2016-17,6,28.0,57,55,95.9,-1,+4,-.061,+5,+8,+.117,-0.016,+4,+4,+.052,+7
K. Anderson | D. Dedmon | M. Ginobili | D. Lee | P. Mills,SAS,2016-17,10,28.0,57,59,99.5,+1,-1,+.031,+2,-5,+.289,+.054,+1,+5,-.167,+5
C. Anthony | J. Holiday | K. O'Quinn | K. Porzingis | D. Rose,NYK,2016-17,8,27.9,61,59,103.4,+8,+12,+.066,-1,0,-.053,+.039,-5,-4,-.081,+10
N. Batum | M. Belinelli | M. Kidd-Gilchrist | K. Walker | C. Zeller,CHO,2016-17,18,27.9,54,56,94.6,-8,-6,-.112,-6,-12,+.032,-0.166,+11,+9,+.247,-11
D. Augustin | B. Biyombo | E. Fournier | J. Green | S. Ibaka,ORL,2016-17,15,27.8,54,57,95.8,-4,-10,.000,-3,-4,-.088,-0.017,+4,+7,-.061,-7
D. Booker | J. Dudley | B. Knight | A. Len | P. Tucker,PHO,2016-17,13,27.8,59,58,101.1,-12,-14,-.103,+2,+3,+.067,-0.070,+6,+4,+.250,-16
J. Butler | I. Canaan | T. Gibson | N. Mirotic | R. Rondo,CHI,2016-17,8,27.8,52,56,93.3,-3,-5,-.012,-2,-6,+.019,-0.025,+5,+8,-.048,-3
L. Barbosa | D. Booker | J. Dudley | T. Ulis | A. Williams,PHO,2016-17,8,27.8,60,62,105.3,+5,-6,+.147,-1,-8,+.040,+.141,-2,-1,-.057,+7
M. Delaney | M. Dunleavy | T. Hardaway | K. Humphries | P. Millsap,ATL,2016-17,8,27.7,62,62,107.4,-1,-3,+.005,0,-1,+.019,+.010,+4,+4,+.050,+2
C. Aldrich | N. Bjelica | T. Jones | S. Muhammad | B. Rush,MIN,2016-17,5,27.7,50,52,88.5,-2,-5,+.007,-2,-3,-.083,-0.010,-3,-4,-.043,-9
W. Ellington | J. Johnson | T. Johnson | D. Waiters | H. Whiteside,MIA,2016-17,11,27.7,56,49,91.1,+9,+9,+.107,+4,+9,+.068,+.139,-3,-2,-.152,+19
G. Dragic | J. Johnson | T. Johnson | W. Reed | J. Richardson,MIA,2016-17,12,27.7,60,58,102.4,-5,+9,-.188,+1,+8,-.250,-0.187,-8,-7,-.208,-17
A. Aminu | A. Crabbe | E. Davis | M. Harkless | C. McCollum,POR,2016-17,3,27.7,55,54,94.4,+2,-4,+.075,-2,-7,+.088,+.059,0,+3,-.144,+2
A. Burks | B. Diaw | R. Gobert | G. Hayward | G. Hill,UTA,2016-17,14,27.6,52,52,90.4,+7,+8,+.068,-2,-2,-.080,+.034,-1,-2,+.050,+11
J. Clarkson | T. Ennis | B. Ingram | L. Nance Jr. | J. Randle,LAL,2016-17,5,27.6,57,56,98.3,0,+4,-.038,-3,-6,-.048,-0.073,0,+1,-.051,-3
A. Bradley | J. Jerebko | K. Olynyk | T. Rozier | M. Smart,BOS,2016-17,9,27.5,49,51,87.3,+1,-2,+.043,+5,+6,+.159,+.099,-6,-6,-.150,+1
T. Allen | V. Carter | M. Conley | J. Ennis | B. Wright,MEM,2016-17,2,27.5,49,51,87.4,+3,+2,+.050,+2,+3,+.065,+.070,+5,+6,-.022,+13
N. Brussino | D. Finney-Smith | A. Hammons | D. Powell | J. Uthoff,DAL,2016-17,4,27.5,51,51,89.1,-8,-12,-.079,-1,+1,-.068,-0.071,-1,0,-.067,-18
H. Barnes | S. Curry | D. Harris | W. Matthews | D. Nowitzki,DAL,2016-17,12,27.4,58,52,96.3,0,-6,+.072,+1,0,+.100,+.088,+12,+16,-.154,+13
B. Bogdanovic | R. Hollis-Jefferson | C. LeVert | B. Lopez | I. Whitehead,BRK,2016-17,8,27.4,58,62,105.0,+3,-8,+.139,+4,-7,+.470,+.188,-1,-6,+.200,+9
J. Grant | V. Oladipo | A. Roberson | D. Sabonis | R. Westbrook,OKC,2016-17,10,27.4,61,62,107.9,-8,0,-.145,-1,+4,-.163,-0.155,-9,-9,-.386,-26
N. Bjelica | G. Dieng | R. Rubio | K. Towns | A. Wiggins,MIN,2016-17,3,27.4,56,56,98.0,0,+4,-.045,-4,-2,-.180,-0.096,+2,+6,-.114,-2
M. Delaney | T. Hardaway | K. Humphries | M. Muscala | T. Waller-Prince,ATL,2016-17,5,27.4,57,55,98.0,+1,+1,+.011,-5,-4,-.222,-0.042,+3,+5,-.106,0
L. Aldridge | D. Lee | K. Leonard | P. Mills | J. Simmons,SAS,2016-17,17,27.4,52,47,86.7,-5,+2,-.123,+1,+6,-.111,-0.114,0,-1,+.119,-9
C. Frye | I. Shumpert | J. Smith | T. Thompson | D. Williams,CLE,2016-17,2,27.3,50,51,88.9,-2,+4,-.089,+1,+5,-.030,-0.082,-8,-12,-.571,-11
N. Batum | M. Belinelli | R. Hibbert | F. Kaminsky | K. Walker,CHO,2016-17,16,27.3,55,55,96.8,-6,-3,-.093,+3,+9,-.021,-0.059,+5,+3,+.284,-4
T. Ariza | C. Brewer | S. Dekker | J. Harden | N. Hilario,HOU,2016-17,8,27.2,62,59,106.6,-1,+12,-.140,+3,+17,-.190,-0.127,-7,-6,-.174,-6
T. Ariza | P. Beverley | S. Dekker | J. Harden | M. Harrell,HOU,2016-17,9,27.2,58,60,104.0,+4,-2,+.101,+3,+10,-.040,+.135,0,+2,-.103,+11
C. Joseph | K. Lowry | N. Powell | T. Ross | J. Valanciunas,TOR,2016-17,12,27.2,55,51,93.6,+7,+14,+.007,+3,+11,+.028,+.029,-3,-2,-.107,+14
A. Aminu | M. Harkless | M. Leonard | D. Lillard | C. McCollum,POR,2016-17,10,27.2,54,54,95.4,-1,+9,-.108,+1,+9,-.089,-0.104,-12,-16,+.038,-13
J. Johnson | T. Johnson | R. McGruder | J. McRoberts | J. Richardson,MIA,2016-17,5,27.2,47,50,85.6,-11,-1,-.234,-3,+3,-.239,-0.266,-1,+3,-.217,-26
D. Favors | R. Gobert | G. Hill | R. Hood | J. Johnson,UTA,2016-17,4,27.1,48,47,84.1,+2,+4,+.005,+2,+3,+.017,+.019,+5,+9,-.308,+11
T. Burke | S. McClellan | M. Morris | K. Oubre | J. Smith,WAS,2016-17,6,27.1,50,52,90.2,-3,0,-.060,-1,-2,.000,-0.070,-2,-6,+.255,-9
B. Beal | B. Bogdanovic | B. Jennings | I. Mahinmi | K. Oubre,WAS,2016-17,6,27.1,54,52,93.9,+7,+3,+.115,+6,+6,+.267,+.173,-3,-5,+.058,+17
M. Barnes | D. Collison | D. Cousins | G. Temple | A. Tolliver,SAC,2016-17,12,27.1,49,47,85.1,+4,+3,+.067,+2,-3,+.197,+.088,+4,+8,-.128,+14
R. Gobert | R. Hood | J. Johnson | T. Lyles | S. Mack,UTA,2016-17,16,27.1,50,51,89.6,+5,+3,+.080,0,+4,-.143,+.076,0,+3,-.175,+10
G. Antetokounmpo | M. Brogdon | G. Monroe | M. Teletovic | R. Vaughn,MIL,2016-17,8,27.1,59,57,102.7,+8,-6,+.206,+8,+7,+.319,+.291,+5,+7,-.048,+29
M. Beasley | M. Brogdon | J. Henson | J. Parker | T. Snell,MIL,2016-17,16,27.1,54,57,98.5,-1,-5,+.033,-4,-11,-.020,-0.004,-5,-5,-.119,-11
D. Carroll | D. DeRozan | S. Ibaka | C. Joseph | P. Tucker,TOR,2016-17,9,27.1,52,53,93.1,+4,-1,+.101,-2,-5,-.026,+.079,+4,+4,+.019,+10
B. Bass | J. Crawford | R. Felton | W. Johnson | A. Rivers,LAC,2016-17,10,27.0,52,50,90.6,-5,-3,-.084,-7,-4,-.312,-0.160,+3,+1,+.124,-14
S. Curry | D. Green | A. Iguodala | P. McCaw | J. McGee,GSW,2016-17,16,27.0,61,57,105.1,+9,+2,+.160,+5,+2,+.184,+.205,+2,+2,+.031,+25
D. Augustin | B. Biyombo | A. Gordon | J. Green | C. Watson,ORL,2016-17,11,26.9,51,54,93.6,-10,-13,-.095,-2,-3,-.056,-0.098,+12,+16,.000,-10
W. Chandler | K. Faried | E. Mudiay | J. Nelson | J. Nurkic,DEN,2016-17,4,26.9,55,55,98.1,-1,+3,-.052,-6,-6,-.222,-0.118,+3,+4,-.039,-5
K. Irving | L. James | K. Korver | I. Shumpert | T. Thompson,CLE,2016-17,10,26.9,58,56,101.7,-6,-6,-.058,0,-2,+.041,-0.047,+4,+7,-.231,-8
J. Butler | T. Gibson | D. McDermott | N. Mirotic | R. Rondo,CHI,2016-17,10,26.9,53,52,93.9,+2,-5,+.083,0,-1,+.013,+.085,+10,+7,+.500,+14
G. Dieng | Z. LaVine | S. Muhammad | R. Rubio | K. Towns,MIN,2016-17,17,26.8,50,56,95.1,-7,-14,+.006,-5,-6,-.200,-0.030,-1,-2,+.125,-20
A. Crabbe | M. Leonard | C. McCollum | M. Plumlee | E. Turner,POR,2016-17,10,26.8,53,58,99.6,+2,-4,+.077,+1,-3,+.150,+.091,-7,-10,+.167,-2
T. Booker | S. Dinwiddie | J. Hamilton | J. Harris | S. Kilpatrick,BRK,2016-17,4,26.7,54,55,97.9,-6,-6,-.068,+1,+2,+.021,-0.050,+1,+2,-.050,-10
M. Ellis | P. George | R. Stuckey | M. Turner | T. Young,IND,2016-17,11,26.7,50,47,87.2,+3,+6,+.007,+5,+2,+.313,+.053,+4,+5,-.091,+15
M. Barnes | W. Cauley-Stein | T. Lawson | G. Temple | A. Tolliver,SAC,2016-17,7,26.7,55,50,94.6,0,-4,+.033,+2,+3,+.056,+.059,-1,0,-.083,+1
C. Anthony | M. Kuzminskas | C. Lee | J. Noah | D. Rose,NYK,2016-17,9,26.6,52,52,93.8,+9,+9,+.096,+2,+1,+.108,+.107,-5,-7,+.023,+15
C. Frye | L. James | R. Jefferson | J. McRae | I. Shumpert,CLE,2016-17,5,26.6,49,49,88.4,-3,-5,-.018,+4,+12,-.111,+.032,0,+4,-.308,-2
L. Deng | L. Nance Jr. | J. Randle | D. Russell | N. Young,LAL,2016-17,9,26.6,60,60,108.1,-8,-2,-.147,-3,0,-.214,-0.175,+3,0,+.214,-16
G. Henderson | R. Holmes | T. McConnell | D. Saric | N. Stauskas,PHI,2016-17,14,26.6,55,52,96.4,-4,+3,-.112,-1,+4,-.183,-0.128,-4,-3,-.097,-13
A. Aminu | A. Crabbe | E. Davis | D. Lillard | E. Turner,POR,2016-17,12,26.6,52,52,93.9,-7,-2,-.135,-1,+2,-.150,-0.144,+9,+10,-.012,-6
D. Favors | R. Hood | J. Johnson | T. Lyles | S. Mack,UTA,2016-17,10,26.6,49,46,85.9,+2,-2,+.066,+2,+1,+.194,+.090,0,-1,+.111,+6
A. Afflalo | W. Cauley-Stein | B. Hield | K. Koufos | T. Lawson,SAC,2016-17,4,26.6,56,54,99.2,-5,-7,-.037,-3,-9,+.032,-0.060,-3,-2,-.152,-16
T. Ariza | P. Beverley | C. Brewer | J. Harden | M. Harrell,HOU,2016-17,6,26.6,53,54,96.5,-9,-10,-.095,+2,+1,+.089,-0.061,-1,-2,+.054,-17
R. Gobert | G. Hayward | G. Hill | R. Hood | J. Ingles,UTA,2016-17,8,26.6,55,53,97.6,+7,+8,+.083,+6,+12,+.166,+.142,0,+8,-.250,+20
R. Anderson | T. Ariza | C. Brewer | J. Harden | N. Hilario,HOU,2016-17,7,26.5,52,53,95.0,+7,+7,+.085,+5,+8,+.092,+.128,+6,+9,-.016,+25
J. Green | S. Ibaka | J. Meeks | E. Payton | N. Vucevic,ORL,2016-17,9,26.5,54,53,97.0,+2,+12,-.055,+1,+3,.000,-0.056,-6,-7,-.024,-1
A. Burks | B. Diaw | D. Exum | R. Gobert | G. Hayward,UTA,2016-17,12,26.5,59,59,106.8,-3,-2,-.043,+1,+5,-.048,-0.031,-8,-4,-.365,-13
J. Clarkson | B. Ingram | T. Mozgov | J. Randle | L. Williams,LAL,2016-17,14,26.5,52,52,94.2,+4,-6,+.143,+1,-3,+.135,+.161,-1,+3,-.235,+8
O. Asik | L. Galloway | B. Hield | T. Jones | L. Stephenson,NOP,2016-17,2,26.5,51,51,92.5,+7,+3,+.119,+8,+18,+.148,+.196,0,+4,-.381,+22
N. Bjelica | G. Dieng | Z. LaVine | R. Rubio | A. Wiggins,MIN,2016-17,13,26.4,51,52,93.6,-3,0,-.070,+1,+4,.000,-0.058,-7,-9,+.056,-12
J. Anderson | H. Barnes | S. Curry | D. Powell | D. Williams,DAL,2016-17,8,26.4,48,49,88.2,-7,-9,-.068,-2,-5,+.038,-0.079,-4,-2,-.286,-20
S. Curry | K. Durant | A. Iguodala | J. McGee | K. Thompson,GSW,2016-17,16,26.4,58,55,102.9,+7,-3,+.158,+5,+3,+.244,+.207,-7,-11,+.113,+12
W. Ellington | J. Johnson | R. McGruder | W. Reed | D. Waiters,MIA,2016-17,6,26.4,55,54,99.0,+9,+2,+.179,+2,-3,+.284,+.200,+4,+5,+.008,+24
M. Gortat | S. McClellan | M. Morris | O. Porter | J. Wall,WAS,2016-17,4,26.4,57,57,103.6,+5,+7,+.039,-3,0,-.200,+.001,-2,-2,-.057,+5
B. Beal | K. Oubre | O. Porter | J. Smith | J. Wall,WAS,2016-17,21,26.3,53,55,98.7,+9,-1,+.199,0,-8,+.167,+.201,-6,-6,-.068,+12
M. Barnes | I. Clark | S. Livingston | K. Thompson | D. West,GSW,2016-17,7,26.3,50,50,91.2,+4,-2,+.112,+1,0,+.071,+.125,0,-2,+.150,+9
I. Clark | S. Curry | K. Durant | A. Iguodala | K. Looney,GSW,2016-17,11,26.3,60,61,110.6,-1,0,-.021,+1,0,+.063,-0.010,-8,-7,-.158,-9
J. Barea | H. Barnes | S. Curry | W. Matthews | N. Noel,DAL,2016-17,5,26.3,51,47,89.6,-2,+5,-.104,-2,+2,-.250,-0.133,-2,-1,-.127,-8
R. Covington | J. Okafor | S. Rodriguez | D. Saric | N. Stauskas,PHI,2016-17,17,26.3,50,51,92.2,-9,-1,-.185,-4,+3,-.289,-0.227,-4,-4,-.048,-26
J. Holiday | B. Jennings | J. Noah | K. Porzingis | D. Rose,NYK,2016-17,4,26.3,50,51,92.2,+9,-3,+.232,+3,-1,+.269,+.269,-1,-2,+.036,+20
O. Casspi | G. Dieng | R. Rubio | B. Rush | A. Wiggins,MIN,2016-17,11,26.3,51,49,91.3,-1,-2,.000,-5,-6,-.250,-0.058,+3,-1,+.250,-4
D. Cunningham | B. Hield | S. Hill | J. Holiday | T. Jones,NOP,2016-17,4,26.2,52,51,94.5,-5,+2,-.118,+3,+2,+.108,-0.092,+1,+3,-.182,-6
C. Anthony | J. Holiday | K. O'Quinn | D. Rose | L. Thomas,NYK,2016-17,12,26.2,53,54,98.0,+3,+12,-.045,-2,-2,-.083,-0.082,-9,-10,-.123,-5
T. Ariza | P. Beverley | C. Brewer | S. Dekker | M. Harrell,HOU,2016-17,7,26.1,51,50,93.0,+3,+5,+.006,+5,+9,+.070,+.052,+3,+4,-.083,+14
D. Exum | R. Gobert | G. Hayward | J. Ingles | T. Lyles,UTA,2016-17,16,26.1,53,52,96.6,-4,+1,-.098,-4,-1,-.248,-0.142,-5,-5,-.227,-17
K. Faried | D. Gallinari | N. Jokic | E. Mudiay | J. Nelson,DEN,2016-17,7,26.1,56,55,101.9,+9,0,+.191,+5,0,+.417,+.245,+5,+11,-.245,+28
J. Crawford | D. Cunningham | A. Davis | J. Holiday | E. Moore,NOP,2016-17,12,26.1,57,54,102.1,-1,0,-.021,0,0,.000,-0.021,+4,+5,-.006,+2
A. Bradley | J. Crowder | A. Johnson | K. Olynyk | I. Thomas,BOS,2016-17,10,26.1,51,47,90.1,-2,+1,-.054,+1,-1,+.104,-0.044,+2,0,+.182,-1
S. Adams | J. Grant | E. Kanter | V. Oladipo | R. Westbrook,OKC,2016-17,14,26.1,54,56,101.1,+8,+4,+.134,-1,-3,-.056,+.122,+3,+2,+.073,+18
J. Butler | R. Lopez | D. McDermott | B. Portis | R. Rondo,CHI,2016-17,10,26.0,49,46,87.9,0,0,.000,-5,-3,-.417,-0.054,+1,-2,+.300,-4
E. Bledsoe | D. Booker | A. Len | P. Tucker | T. Warren,PHO,2016-17,14,25.9,51,54,97.2,+1,+8,-.044,-3,-9,-.027,-0.079,+3,0,+.214,+2
G. Antetokounmpo | M. Brogdon | S. Hawes | K. Middleton | T. Snell,MIL,2016-17,6,25.9,47,47,87.2,-4,-6,-.018,+1,-2,+.116,+.005,0,0,.000,-7
K. Bazemore | T. Hardaway | D. Howard | D. Schroder | T. Sefolosha,ATL,2016-17,11,25.9,51,52,95.4,+8,+5,+.109,+2,+3,+.056,+.124,-1,-6,+.313,+17
G. Hayward | J. Johnson | T. Lyles | S. Mack | J. Withey,UTA,2016-17,9,25.9,52,51,95.4,+2,-11,+.136,-2,-3,-.056,+.130,-5,-6,+.071,-3
M. Gortat | K. Oubre | O. Porter | M. Thornton | J. Wall,WAS,2016-17,13,25.9,55,47,94.4,-5,+3,-.155,-2,0,-.154,-0.184,+1,+2,-.036,-11
C. Frye | K. Irving | L. James | J. Smith | T. Thompson,CLE,2016-17,5,25.8,53,52,97.8,-3,0,-.068,-2,+8,-.330,-0.091,+6,+4,+.222,-2
K. Bazemore | T. Hardaway | P. Millsap | D. Schroder | T. Sefolosha,ATL,2016-17,12,25.8,52,60,104.1,-3,-14,+.057,0,-3,+.057,+.077,+2,-1,+.179,-4
M. Ellis | A. Jefferson | G. Robinson | K. Seraphin | R. Stuckey,IND,2016-17,4,25.8,51,52,95.7,+6,+8,+.052,-3,-3,-.300,+.017,+3,+2,+.107,+12
L. Allen | P. George | G. Robinson | J. Teague | M. Turner,IND,2016-17,6,25.8,49,58,99.4,+5,+5,+.048,+1,-1,+.121,+.053,+3,+2,+.090,+14
K. Bazemore | T. Hardaway | P. Millsap | M. Muscala | D. Schroder,ATL,2016-17,21,25.7,51,50,94.4,0,-6,+.053,-1,-1,-.042,+.049,0,+3,-.151,-1
W. Barton | J. Hernangomez | N. Jokic | J. Murray | J. Nelson,DEN,2016-17,7,25.7,53,55,100.9,+7,+6,+.077,+8,+14,+.116,+.152,+1,-2,+.231,+23
B. Bogdanovic | J. Hamilton | S. Kilpatrick | B. Lopez | I. Whitehead,BRK,2016-17,11,25.7,53,56,101.7,0,-2,+.018,+3,+8,-.033,+.052,-12,-12,-.180,-9
J. Johnson | T. Johnson | R. McGruder | W. Reed | J. Richardson,MIA,2016-17,13,25.7,51,48,92.3,-2,+3,-.075,-3,+4,-.267,-0.112,-7,-9,-.067,-14
Z. LaVine | S. Muhammad | R. Rubio | K. Towns | A. Wiggins,MIN,2016-17,5,25.6,52,50,95.6,-2,+1,-.052,+1,+2,+.015,-0.043,+3,+1,+.233,0
A. Crabbe | D. Lillard | M. Plumlee | E. Turner | N. Vonleh,POR,2016-17,16,25.6,51,50,94.7,-6,+6,-.183,-6,-4,-.462,-0.251,-4,-4,-.048,-22
A. Aminu | A. Crabbe | E. Davis | C. McCollum | E. Turner,POR,2016-17,12,25.6,49,51,93.9,+5,-1,+.137,0,-7,+.233,+.138,-14,-19,-.079,-4
R. Gobert | G. Hill | R. Hood | J. Ingles | J. Johnson,UTA,2016-17,9,25.6,50,48,92.0,-1,-3,+.016,+4,+2,+.381,+.070,+4,+9,-.056,+6
J. Clarkson | L. Deng | B. Ingram | T. Mozgov | J. Randle,LAL,2016-17,6,25.5,50,49,93.4,-6,-8,-.049,-5,-13,-.313,-0.097,+1,+5,-.260,-16
S. Dinwiddie | R. Foye | J. Hamilton | R. Hollis-Jefferson | C. LeVert,BRK,2016-17,3,25.5,54,54,101.8,-1,+1,-.030,0,+8,-.209,-0.031,-6,-5,-.151,-8
M. Gortat | S. McClellan | M. Morris | O. Porter | T. Satoransky,WAS,2016-17,2,25.5,50,49,93.2,+5,-6,+.140,0,-2,+.125,+.143,+6,+8,-.048,+16
M. Barnes | W. Cauley-Stein | B. McLemore | G. Temple | A. Tolliver,SAC,2016-17,5,25.5,49,48,91.3,0,+9,-.115,+1,+8,-.117,-0.117,-8,-12,+.063,-7
D. Carroll | D. DeRozan | C. Joseph | P. Patterson | J. Valanciunas,TOR,2016-17,21,25.5,48,47,89.5,-8,-6,-.130,-5,-6,-.230,-0.182,-1,-6,+.289,-22
H. Barnes | S. Curry | Y. Ferrell | W. Matthews | D. Powell,DAL,2016-17,10,25.5,44,47,85.7,-2,-1,-.045,-1,-9,+.095,-0.057,-4,-5,+.015,-9
A. Abrines | E. Kanter | A. Roberson | D. Sabonis | R. Westbrook,OKC,2016-17,16,25.5,56,54,103.5,+4,+3,+.059,+4,+5,+.246,+.101,-3,0,-.150,+9
N. Bjelica | T. Jones | R. Rubio | K. Towns | A. Wiggins,MIN,2016-17,8,25.4,50,48,92.6,+8,+7,+.125,+1,0,+.077,+.123,+9,+11,-.017,+26
H. Barnes | S. Curry | Y. Ferrell | W. Matthews | S. Mejri,DAL,2016-17,14,25.4,46,43,84.0,-6,+2,-.174,0,+6,-.139,-0.177,0,-3,+.214,-12
A. Abrines | J. Grant | E. Kanter | A. Roberson | R. Westbrook,OKC,2016-17,11,25.4,56,53,103.0,+14,+8,+.238,+1,-3,+.103,+.233,+2,+2,+.017,+31
H. Barnes | S. Curry | Y. Ferrell | D. Finney-Smith | D. Nowitzki,DAL,2016-17,9,25.3,45,41,81.5,-7,0,-.184,-1,+5,-.181,-0.197,-3,-5,+.250,-18
C. Frye | L. James | R. Jefferson | J. Smith | D. Williams,CLE,2016-17,4,25.3,49,48,92.1,-3,-4,-.027,+4,+12,.000,+.028,+1,-1,+.167,-1
M. Dunleavy | C. Frye | L. James | R. Jefferson | I. Shumpert,CLE,2016-17,8,25.3,54,50,98.6,+4,-2,+.133,+7,+6,+.243,+.231,+7,+10,-.150,+22
W. Chandler | D. Gallinari | E. Mudiay | J. Murray | M. Plumlee,DEN,2016-17,5,25.3,53,51,98.6,+2,+3,+.012,+4,+6,+.175,+.048,+6,+5,+.176,+14
M. Belinelli | F. Kaminsky | J. Lamb | M. Plumlee | B. Roberts,CHO,2016-17,5,25.2,45,43,83.9,+3,-5,+.131,-4,-11,-.066,+.088,+3,+3,.000,+5
E. Fournier | S. Ibaka | E. Payton | N. Vucevic | C. Watson,ORL,2016-17,9,25.2,53,46,94.5,+1,+8,-.066,0,+5,-.240,-0.077,-8,-8,-.250,-6
B. Bogdanovic | B. Jennings | I. Mahinmi | K. Oubre | T. Satoransky,WAS,2016-17,4,25.1,48,49,92.9,+1,+9,-.071,-2,-2,-.086,-0.106,-5,-4,-.131,-5
T. Black | J. Clarkson | B. Ingram | J. Randle | D. Russell,LAL,2016-17,15,25.1,52,47,94.9,-2,-3,-.017,-10,-15,-.476,-0.121,+2,+1,+.144,-12
R. Hibbert | F. Kaminsky | M. Kidd-Gilchrist | J. Lamb | R. Sessions,CHO,2016-17,7,25.1,50,51,96.7,-2,-2,-.023,-1,-3,.000,-0.032,+5,+4,+.167,0
A. Aminu | M. Harkless | C. McCollum | M. Plumlee | E. Turner,POR,2016-17,8,25.1,48,51,94.8,+2,-5,+.113,0,-7,+.194,+.120,-4,-2,-.132,0
